Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,06/12/19,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,1,No info,4049
SpiceJet,06/01/19,Bangalore,New Delhi,BLR ? DEL,21:10,02/06/21 0:05,2h 55m,1,No check-in baggage included,3573
Air Asia,05/15/19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,4409
IndiGo,04/15/19,Kolkata,Bangalore,CCU ? BLR,21:25,16-04-21 0:05,2h 40m,1,No info,4174
Jet Airways,05/24/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,In-flight meal not included,4030
Air Asia,03/21/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,4082
Vistara,04/06/19,Bangalore,New Delhi,BLR ? DEL,19:30,22:15,2h 45m,1,No info,5613
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,8:30,11:30,3h,1,No info,6144
Vistara,03/03/19,Bangalore,New Delhi,BLR ? DEL,21:10,07/03/21 0:05,2h 55m,1,No info,7608
SpiceJet,06/27/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No check-in baggage included,3543
IndiGo,03/27/19,Kolkata,Bangalore,CCU ? BLR,20:25,23:05,2h 40m,1,No info,4462
IndiGo,05/24/19,Kolkata,Bangalore,CCU ? BLR,11:30,14:05,2h 35m,1,No info,5224
IndiGo,05/15/19,New Delhi,Cochin,DEL ? COK,21:05,16-05-21 0:20,3h 15m,1,No info,6834
Air Asia,03/06/19,Kolkata,Bangalore,CCU ? BLR,22:50,07/03/21 1:20,2h 30m,1,No info,4384
IndiGo,04/21/19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,5644
Vistara,06/24/19,Bangalore,New Delhi,BLR ? DEL,17:00,19:35,2h 35m,1,No info,4878
IndiGo,06/01/19,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,1,No info,2227
SpiceJet,05/27/19,Bangalore,New Delhi,BLR ? DEL,21:10,28-05-21 0:05,2h 55m,1,No check-in baggage included,3257
Jet Airways,06/15/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,In-flight meal not included,7229
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,1,No info,10067
Air India,03/15/19,New Delhi,Cochin,DEL ? COK,14:10,17:10,3h,1,No info,5674
Air India,05/27/19,New Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,1,No info,6094
Jet Airways,05/18/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,In-flight meal not included,4050
SpiceJet,06/24/19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No check-in baggage included,3859
Air India,03/24/19,Bangalore,New Delhi,BLR ? DEL,17:00,19:45,2h 45m,1,No info,7486
SpiceJet,03/06/19,Chennai,Kolkata,MAA ? CCU,9:30,12:05,2h 35m,1,No info,7298
IndiGo,05/12/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4804
IndiGo,04/24/19,Bangalore,New Delhi,BLR ? DEL,0:30,3:25,2h 55m,1,No info,3419
Air Asia,04/15/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,4409
Jet Airways,04/18/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,No info,7229
Jet Airways,04/03/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,4544
Air India,03/06/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,4960
SpiceJet,05/18/19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No info,2227
Air India,03/15/19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:40,1h 20m,1,No info,3100
Air India,06/09/19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,3100
SpiceJet,05/18/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No info,3873
IndiGo,03/03/19,Mumbai,Hyderabad,BOM ? HYD,20:05,21:35,1h 30m,1,No info,5232
Jet Airways,05/27/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,In-flight meal not included,3359
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,6144
Air India,03/24/19,Bangalore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,1,No info,4441
SpiceJet,06/03/19,Bangalore,New Delhi,BLR ? DEL,21:10,04/06/21 0:05,2h 55m,1,No check-in baggage included,3257
SpiceJet,04/01/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No info,3873
SpiceJet,04/15/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No info,4423
Air Asia,06/18/19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,1,No info,3383
Vistara,03/03/19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,1,No info,5944
Jet Airways,04/01/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,No info,7229
IndiGo,04/06/19,Kolkata,Bangalore,CCU ? BLR,11:30,14:05,2h 35m,1,No info,4174
Air India,03/15/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,5170
Vistara,05/01/19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,4668
Air India,04/18/19,Bangalore,New Delhi,BLR ? DEL,17:00,19:45,2h 45m,1,No info,6121
IndiGo,03/03/19,Bangalore,New Delhi,BLR ? DEL,22:20,07/03/21 1:10,2h 50m,1,No info,7648
SpiceJet,03/24/19,Bangalore,New Delhi,BLR ? DEL,9:35,12:30,2h 55m,1,No info,3925
IndiGo,06/15/19,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,1,No info,3597
Vistara,05/06/19,Bangalore,New Delhi,BLR ? DEL,9:45,12:35,2h 50m,1,No info,4668
Vistara,04/09/19,Bangalore,New Delhi,BLR ? DEL,19:30,22:15,2h 45m,1,No info,5613
Jet Airways,06/27/19,Mumbai,Hyderabad,BOM ? HYD,8:45,10:15,1h 30m,1,No info,8040
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,5694
IndiGo,05/12/19,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,1,No info,3597
Air India,05/09/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,6121
IndiGo,06/01/19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,4804
IndiGo,06/24/19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,3858
Air Asia,03/06/19,Kolkata,Bangalore,CCU ? BLR,19:35,22:05,2h 30m,1,No info,4384
IndiGo,03/03/19,Bangalore,New Delhi,BLR ? DEL,20:00,22:55,2h 55m,1,No info,6860
IndiGo,06/09/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,4804
IndiGo,06/09/19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,3175
Jet Airways,06/21/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,No info,9564
IndiGo,06/03/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:10,2h 35m,1,No info,4804
SpiceJet,03/09/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,6300
SpiceJet,05/27/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No info,3873
IndiGo,06/01/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,5224
Air India,04/15/19,Bangalore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,1,No info,5228
Air India,04/03/19,Bangalore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,1,No info,4441
Air India,05/21/19,New Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,1,No info,6094
SpiceJet,06/18/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No check-in baggage included,3257
Air India,03/12/19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,4307
Air India,05/21/19,Mumbai,Hyderabad,BOM ? HYD,15:00,16:25,1h 25m,1,No info,3100
SpiceJet,06/06/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
Jet Airways,05/15/19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,In-flight meal not included,4030
Jet Airways,04/15/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,No info,7229
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,8033
SpiceJet,06/03/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No info,3971
SpiceJet,05/15/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,3597
Jet Airways,03/18/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:25,1h 30m,1,No info,5678
SpiceJet,06/24/19,Kolkata,Bangalore,CCU ? BLR,22:20,25-06-21 0:40,2h 20m,1,No check-in baggage included,3841
SpiceJet,06/09/19,Kolkata,Bangalore,CCU ? BLR,22:20,10/06/21 0:40,2h 20m,1,No check-in baggage included,3841
IndiGo,06/06/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:10,2h 35m,1,No info,4804
Jet Airways,05/12/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4050
IndiGo,03/21/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,4148
IndiGo,05/01/19,Chennai,Kolkata,MAA ? CCU,5:15,7:40,2h 25m,1,No info,3850
IndiGo,04/27/19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,4591
Jet Airways,06/18/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,8016
IndiGo,05/18/19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,1,No info,4804
Jet Airways,06/01/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,No info,8016
Jet Airways,06/09/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,In-flight meal not included,7202
Air India,06/21/19,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,1,No info,3100
IndiGo,03/09/19,Kolkata,Bangalore,CCU ? BLR,15:20,17:55,2h 35m,1,No info,4148
IndiGo,05/01/19,Bangalore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,1,No info,4823
SpiceJet,04/06/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No check-in baggage included,3841
Air India,03/27/19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,2575
IndiGo,04/06/19,Kolkata,Bangalore,CCU ? BLR,20:20,22:55,2h 35m,1,No info,4174
Vistara,06/09/19,Bangalore,New Delhi,BLR ? DEL,9:45,12:35,2h 50m,1,No info,4668
Air Asia,04/09/19,Bangalore,New Delhi,BLR ? DEL,23:55,10/04/21 2:45,2h 50m,1,No info,4483
IndiGo,05/27/19,New Delhi,Cochin,DEL ? COK,14:25,17:40,3h 15m,1,No info,6015
IndiGo,04/18/19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,4990
IndiGo,05/27/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4804
IndiGo,05/01/19,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,1,No info,3597
IndiGo,05/06/19,Bangalore,New Delhi,BLR ? DEL,22:10,07/05/21 1:00,2h 50m,1,No info,3419
Air India,05/06/19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,1,No info,6121
Vistara,04/18/19,Bangalore,New Delhi,BLR ? DEL,21:00,23:50,2h 50m,1,No info,5613
Jet Airways,05/15/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,In-flight meal not included,4995
IndiGo,06/06/19,Bangalore,New Delhi,BLR ? DEL,23:30,07/06/21 2:20,2h 50m,1,No info,4591
IndiGo,03/18/19,Kolkata,Bangalore,CCU ? BLR,20:25,23:05,2h 40m,1,No info,4462
SpiceJet,06/03/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No check-in baggage included,3543
Air India,03/03/19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,1,No info,8851
SpiceJet,04/24/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
Jet Airways,05/06/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,No info,5678
IndiGo,05/18/19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,5780
SpiceJet,04/09/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No check-in baggage included,3841
SpiceJet,04/06/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No info,4423
Air India,06/21/19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,1,No info,6961
GoAir,03/24/19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,4239
Air India,06/21/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,6961
Jet Airways,04/12/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,No info,7229
Air Asia,05/01/19,Bangalore,New Delhi,BLR ? DEL,4:55,7:45,2h 50m,1,No info,4282
Vistara,05/21/19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,1,No info,6741
IndiGo,06/15/19,Bangalore,New Delhi,BLR ? DEL,10:30,13:20,2h 50m,1,No info,3943
GoAir,04/09/19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,4632
IndiGo,03/01/19,Bangalore,New Delhi,BLR ? DEL,21:20,02/03/21 0:15,2h 55m,1,No info,12649
IndiGo,05/21/19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
SpiceJet,05/15/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No info,4423
SpiceJet,04/09/19,Kolkata,Bangalore,CCU ? BLR,22:20,10/04/21 0:40,2h 20m,1,No info,3873
Air Asia,04/24/19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,4107
Vistara,03/15/19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,6138
Jet Airways,03/24/19,Mumbai,Hyderabad,BOM ? HYD,7:10,8:35,1h 25m,1,No info,5678
Air India,05/01/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,6121
Jet Airways,04/09/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,In-flight meal not included,4544
Air India,04/24/19,New Delhi,Cochin,DEL ? COK,14:10,17:10,3h,1,No info,6094
IndiGo,06/24/19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,4804
Jet Airways,05/12/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,No info,7229
IndiGo,06/15/19,Kolkata,Bangalore,CCU ? BLR,22:15,16-06-21 0:50,2h 35m,1,No info,4804
Jet Airways,05/01/19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,No info,7229
SpiceJet,06/03/19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No check-in baggage included,3859
SpiceJet,04/03/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No info,3873
Air India,06/06/19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,1,No info,6961
Air Asia,06/15/19,Kolkata,Bangalore,CCU ? BLR,22:50,16-06-21 1:20,2h 30m,1,No info,3807
IndiGo,05/18/19,Bangalore,New Delhi,BLR ? DEL,22:10,19-05-21 1:00,2h 50m,1,No info,3943
Air India,04/01/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,6245
SpiceJet,05/01/19,Mumbai,Hyderabad,BOM ? HYD,22:45,02/05/21 0:15,1h 30m,1,No check-in baggage included,1965
IndiGo,04/01/19,Kolkata,Bangalore,CCU ? BLR,15:30,18:05,2h 35m,1,No info,4174
Jet Airways,06/12/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,In-flight meal not included,7202
Jet Airways,05/15/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,In-flight meal not included,4030
SpiceJet,05/18/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No info,3625
Air India,03/21/19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:40,1h 20m,1,No info,3100
SpiceJet,04/01/19,Kolkata,Bangalore,CCU ? BLR,22:20,02/04/21 0:40,2h 20m,1,No check-in baggage included,3841
IndiGo,03/03/19,Mumbai,Hyderabad,BOM ? HYD,9:10,10:40,1h 30m,1,No info,5755
Vistara,04/18/19,Bangalore,New Delhi,BLR ? DEL,17:00,19:35,2h 35m,1,No info,5613
Jet Airways,05/03/19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,In-flight meal not included,4544
Air Asia,04/01/19,Kolkata,Bangalore,CCU ? BLR,22:50,02/04/21 1:20,2h 30m,1,No info,4107
IndiGo,04/18/19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,1,No info,4990
Vistara,03/15/19,New Delhi,Cochin,DEL ? COK,14:55,17:50,2h 55m,1,No info,6688
IndiGo,05/24/19,Bangalore,New Delhi,BLR ? DEL,22:10,25-05-21 1:00,2h 50m,1,No info,3419
Jet Airways,03/21/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,In-flight meal not included,2228
Air India,03/24/19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,2575
IndiGo,05/09/19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
SpiceJet,06/03/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No check-in baggage included,3543
IndiGo,03/03/19,Bangalore,New Delhi,BLR ? DEL,21:20,04/03/21 0:15,2h 55m,1,No info,6144
Air Asia,05/09/19,Bangalore,New Delhi,BLR ? DEL,4:55,7:45,2h 50m,1,No info,4282
IndiGo,03/15/19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,3175
IndiGo,03/06/19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:45,1h 25m,1,No info,4784
Jet Airways,05/21/19,New Delhi,Cochin,DEL ? COK,9:50,13:05,3h 15m,1,No info,9564
IndiGo,06/15/19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,1,No info,4804
IndiGo,03/21/19,Kolkata,Bangalore,CCU ? BLR,22:10,22-03-21 0:55,2h 45m,1,No info,4148
Jet Airways,06/01/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,No info,5678
Vistara,06/01/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,1,No info,4668
Jet Airways,06/01/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,In-flight meal not included,7229
Air Asia,06/03/19,Bangalore,New Delhi,BLR ? DEL,23:55,04/06/21 2:45,2h 50m,1,No info,7120
SpiceJet,05/06/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No check-in baggage included,3841
SpiceJet,04/27/19,Kolkata,Bangalore,CCU ? BLR,14:55,17:25,2h 30m,1,No check-in baggage included,3841
IndiGo,04/21/19,Bangalore,New Delhi,BLR ? DEL,6:05,8:50,2h 45m,1,No info,4423
SpiceJet,05/12/19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No check-in baggage included,1965
IndiGo,03/15/19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:25,1h 25m,1,No info,3175
Air India,05/21/19,Bangalore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,1,No info,5228
SpiceJet,05/24/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No info,3625
SpiceJet,03/24/19,Bangalore,New Delhi,BLR ? DEL,9:35,12:30,2h 55m,1,No info,4377
IndiGo,03/24/19,Mumbai,Hyderabad,BOM ? HYD,20:05,21:35,1h 30m,1,No info,2227
IndiGo,06/12/19,Bangalore,New Delhi,BLR ? DEL,23:30,13-06-21 2:20,2h 50m,1,No info,3943
SpiceJet,05/21/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
Jet Airways,04/27/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,No info,7229
IndiGo,06/18/19,Bangalore,New Delhi,BLR ? DEL,18:55,21:50,2h 55m,1,No info,4823
IndiGo,03/03/19,Kolkata,Bangalore,CCU ? BLR,15:10,17:45,2h 35m,1,No info,6985
Jet Airways,05/24/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,No info,5678
IndiGo,03/21/19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,5694
IndiGo,04/27/19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,1,No info,4823
IndiGo,06/24/19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,1,No info,4823
IndiGo,03/27/19,Chennai,Kolkata,MAA ? CCU,13:20,15:35,2h 15m,1,No info,3384
SpiceJet,03/27/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:30,2h 30m,1,No info,3847
Air Asia,06/06/19,Bangalore,New Delhi,BLR ? DEL,23:55,07/06/21 2:45,2h 50m,1,No info,7120
Vistara,06/09/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,1,No info,4668
SpiceJet,03/12/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,6300
Vistara,05/24/19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,4668
IndiGo,04/01/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4174
IndiGo,05/15/19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,1,No info,2754
IndiGo,05/21/19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,1,No info,2754
Vistara,05/12/19,Bangalore,New Delhi,BLR ? DEL,9:45,12:35,2h 50m,1,No info,4668
IndiGo,06/12/19,Kolkata,Bangalore,CCU ? BLR,15:30,18:05,2h 35m,1,No info,4804
SpiceJet,05/09/19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No check-in baggage included,3543
IndiGo,06/27/19,Kolkata,Bangalore,CCU ? BLR,21:25,28-06-21 0:05,2h 40m,1,No info,4804
IndiGo,03/09/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,4148
Jet Airways,06/24/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,In-flight meal not included,5769
SpiceJet,03/15/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:45,2h 30m,1,No check-in baggage included,3815
IndiGo,04/03/19,Bangalore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,1,No info,4823
Jet Airways,04/01/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,No info,7229
IndiGo,06/01/19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,3858
Vistara,06/21/19,Bangalore,New Delhi,BLR ? DEL,21:00,23:50,2h 50m,1,No info,5613
GoAir,03/09/19,Bangalore,New Delhi,BLR ? DEL,11:40,14:35,2h 55m,1,No info,7305
Air India,03/01/19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,15385
Jet Airways,04/12/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,No info,7229
SpiceJet,03/03/19,Bangalore,New Delhi,BLR ? DEL,20:30,23:20,2h 50m,1,No info,6860
Air India,04/03/19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,4460
SpiceJet,03/24/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:45,2h 30m,1,No info,6461
Vistara,05/01/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,1,No info,4668
Air India,05/03/19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,3100
SpiceJet,04/27/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No info,4991
IndiGo,05/06/19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,1,No info,4804
IndiGo,04/01/19,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,1,No info,2227
Jet Airways,06/24/19,Mumbai,Hyderabad,BOM ? HYD,8:45,10:15,1h 30m,1,No info,8040
Jet Airways,06/15/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,No info,5678
IndiGo,03/06/19,Kolkata,Bangalore,CCU ? BLR,15:10,17:45,2h 35m,1,No info,5618
SpiceJet,05/06/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No info,3911
IndiGo,05/18/19,Bangalore,New Delhi,BLR ? DEL,20:00,22:50,2h 50m,1,No info,4823
SpiceJet,04/24/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No info,3971
IndiGo,05/06/19,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,1,No info,3597
Air India,05/21/19,Bangalore,New Delhi,BLR ? DEL,17:00,19:50,2h 50m,1,No info,6961
SpiceJet,06/12/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No info,4423
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,5694
IndiGo,06/06/19,Kolkata,Bangalore,CCU ? BLR,11:30,14:05,2h 35m,1,No info,5224
Jet Airways,05/09/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,In-flight meal not included,5198
SpiceJet,03/15/19,Chennai,Kolkata,MAA ? CCU,9:30,12:05,2h 35m,1,No info,6300
IndiGo,06/15/19,Bangalore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,1,No info,4823
Air India,04/09/19,Bangalore,New Delhi,BLR ? DEL,17:00,19:50,2h 50m,1,No info,5911
SpiceJet,06/27/19,Mumbai,Hyderabad,BOM ? HYD,22:45,28-06-21 0:15,1h 30m,1,No check-in baggage included,1965
SpiceJet,05/06/19,Kolkata,Bangalore,CCU ? BLR,22:20,07/05/21 0:40,2h 20m,1,No info,3873
Air India,06/18/19,Bangalore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,1,No info,5228
Air Asia,03/09/19,Bangalore,New Delhi,BLR ? DEL,5:50,8:40,2h 50m,1,No info,7652
Jet Airways,03/24/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:15,2h 55m,1,No info,7229
IndiGo,03/15/19,Bangalore,New Delhi,BLR ? DEL,8:30,11:30,3h,1,No info,6860
